sale_id,sale_date,customer_id,customer_gender,customer_loyalty_member_status,product_id,product_brand,product_name,product_category,store_city,store_country,sale_quantity,product_unit_price,sale_revenue,sale_cost,sale_profit
445,2023-01-01,32161,Female,0,71,Cadbury,"Cadbury Praline Chocolate 70% (100g)",Praline,Toronto,Canada,3,9.00,10.74,5.89,4.85
448,2023-01-01,34816,Male,0,71,Cadbury,"Cadbury Praline Chocolate 70% (100g)",Praline,Toronto,Canada,2,9.00,14.30,7.33,6.97
645,2023-01-01,10962,Male,0,7,Cadbury,"Cadbury Praline Chocolate 70% (120g)",Praline,Paris,France,3,8.95,38.52,25.41,13.11
245,2023-01-01,22262,Male,0,137,Cadbury,"Cadbury Praline Chocolate 80% (100g)",Praline,Sydney,Australia,4,9.08,27.29,17.99,9.30
506,2023-01-01,17656,Female,0,48,Cadbury,"Cadbury Praline Chocolate 90% (50g)",Praline,London,UK,3,8.91,36.72,24.30,12.42
430,2023-01-01,10823,Male,0,77,Cadbury,"Cadbury Truffle Chocolate 70% (100g)",Truffle,Brisbane,Australia,4,9.07,59.20,38.27,20.93
431,2023-01-01,38697,Female,0,77,Cadbury,"Cadbury Truffle Chocolate 70% (100g)",Truffle,Sydney,Australia,4,9.07,28.32,18.99,9.33
432,2023-01-01,18318,Female,0,77,Cadbury,"Cadbury Truffle Chocolate 70% (100g)",Truffle,Edinburgh,UK,4,9.07,13.44,6.98,6.46
415,2023-01-01,7896,Male,0,83,Cadbury,"Cadbury Truffle Chocolate 70% (200g)",Truffle,Sydney,Australia,4,9.03,40.08,25.17,14.91
418,2023-01-01,27365,Female,0,83,Cadbury,"Cadbury Truffle Chocolate 70% (200g)",Truffle,Toronto,Canada,4,9.03,36.72,25.39,11.33
407,2023-01-01,16358,Female,0,86,Cadbury,"Cadbury Truffle Chocolate 80% (120g)",Truffle,Berlin,Germany,5,8.92,46.28,28.17,18.11
406,2023-01-01,22777,Male,0,86,Cadbury,"Cadbury Truffle Chocolate 80% (120g)",Truffle,London,UK,4,8.92,48.25,30.79,17.45
405,2023-01-01,20088,Male,0,86,Cadbury,"Cadbury Truffle Chocolate 80% (120g)",Truffle,London,UK,3,8.92,23.61,12.60,11.01
422,2023-01-01,42354,Female,0,81,Cadbury,"Cadbury Truffle Chocolate 90% (100g)",Truffle,Montreal,Canada,5,9.03,27.80,15.19,12.61
268,2023-01-01,606,Female,0,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Vancouver,Canada,3,8.99,23.36,15.76,7.59
265,2023-01-01,49275,Male,0,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Montreal,Canada,3,8.99,16.87,11.23,5.64
270,2023-01-01,38227,Male,0,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Marseille,France,4,8.99,44.50,27.59,16.91
267,2023-01-01,13393,Male,0,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Buffalo,USA,4,8.99,27.87,19.42,8.45
269,2023-01-01,34371,Male,0,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Buffalo,USA,1,8.99,12.11,8.30,3.80
486,2023-01-01,3821,Male,0,57,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:57]",Truffle,Edinburgh,UK,2,9.02,8.84,6.11,2.73
540,2023-01-01,34918,Female,0,38,Cadbury,"Cadbury White Chocolate 50% (100g)",White,Toronto,Canada,4,9.01,38.60,23.19,15.41
539,2023-01-01,43128,Male,0,38,Cadbury,"Cadbury White Chocolate 50% (100g)",White,"Long Island",USA,3,9.01,14.39,9.75,4.64
100,2023-01-01,37187,Male,0,175,Cadbury,"Cadbury White Chocolate 70% (100g)",White,Toronto,Canada,3,8.99,42.27,26.30,15.97
184,2023-01-01,43897,Female,0,153,Cadbury,"Cadbury White Chocolate 70% (50g)",White,Vancouver,Canada,1,8.93,9.93,6.00,3.93
24,2023-01-01,165,Female,0,195,Cadbury,"Cadbury White Chocolate 90% (120g) [ID:195]",White,Toronto,Canada,4,8.94,56.64,38.02,18.62
28,2023-01-01,18399,Male,0,193,Cadbury,"Cadbury White Chocolate 90% (80g)",White,Melbourne,Australia,1,8.95,11.41,7.24,4.17
29,2023-01-01,48719,Male,0,193,Cadbury,"Cadbury White Chocolate 90% (80g)",White,Montreal,Canada,3,8.95,26.45,18.00,8.45
32,2023-01-01,41528,Female,0,193,Cadbury,"Cadbury White Chocolate 90% (80g)",White,Vancouver,Canada,3,8.95,27.69,15.13,12.56
31,2023-01-01,6021,Female,0,193,Cadbury,"Cadbury White Chocolate 90% (80g)",White,Lyon,France,4,8.95,38.21,19.35,18.86
30,2023-01-01,12170,Male,0,193,Cadbury,"Cadbury White Chocolate 90% (80g)",White,"New York",USA,1,8.95,8.67,5.24,3.43
464,2023-01-01,38633,Female,0,64,Ferrero,"Ferrero Dark Chocolate 50% (200g) [ID:64]",Dark,Sydney,Australia,2,9.06,6.60,3.67,2.93
459,2023-01-01,33814,Female,0,64,Ferrero,"Ferrero Dark Chocolate 50% (200g) [ID:64]",Dark,Vancouver,Canada,3,9.06,40.14,24.60,15.54
461,2023-01-01,7318,Female,0,64,Ferrero,"Ferrero Dark Chocolate 50% (200g) [ID:64]",Dark,"Long Island",USA,1,9.06,5.45,2.74,2.71
624,2023-01-01,23820,Female,0,15,Ferrero,"Ferrero Dark Chocolate 50% (50g)",Dark,Vancouver,Canada,5,9.09,62.90,40.88,22.02
61,2023-01-01,2115,Male,0,184,Ferrero,"Ferrero Dark Chocolate 60% (50g)",Dark,"Long Island",USA,4,9.06,22.98,12.94,10.04
310,2023-01-01,15197,Male,0,116,Ferrero,"Ferrero Dark Chocolate 70% (100g)",Dark,Brisbane,Australia,2,9.01,5.31,2.82,2.50
612,2023-01-01,6517,Male,0,18,Ferrero,"Ferrero Dark Chocolate 70% (50g)",Dark,Montreal,Canada,2,8.94,29.48,15.08,14.40
615,2023-01-01,5366,Male,0,18,Ferrero,"Ferrero Dark Chocolate 70% (50g)",Dark,Munich,Germany,2,8.94,23.99,16.40,7.59
611,2023-01-01,12892,Female,0,18,Ferrero,"Ferrero Dark Chocolate 70% (50g)",Dark,Manchester,UK,2,8.94,12.00,7.16,4.84
12,2023-01-01,3874,Male,0,198,Ferrero,"Ferrero Dark Chocolate 90% (80g)",Dark,Vancouver,Canada,1,8.92,11.85,6.11,5.74
14,2023-01-01,6867,Female,0,198,Ferrero,"Ferrero Dark Chocolate 90% (80g)",Dark,Berlin,Germany,5,8.92,18.35,11.97,6.38
34,2023-01-01,4117,Male,0,192,Ferrero,"Ferrero Milk Chocolate 50% (200g)",Milk,Brisbane,Australia,1,9.04,2.72,1.83,0.89
505,2023-01-01,21249,Male,0,49,Ferrero,"Ferrero Milk Chocolate 60% (50g)",Milk,Buffalo,USA,3,9.16,42.42,24.38,18.04
60,2023-01-01,9692,Female,0,185,Ferrero,"Ferrero Milk Chocolate 70% (100g)",Milk,Brisbane,Australia,5,9.03,68.80,47.60,21.20
59,2023-01-01,19307,Male,0,185,Ferrero,"Ferrero Milk Chocolate 70% (100g)",Milk,"Long Island",USA,5,9.03,27.80,15.53,12.27
181,2023-01-01,16268,Male,0,154,Ferrero,"Ferrero Milk Chocolate 70% (200g)",Milk,Lyon,France,3,9.01,33.12,18.37,14.75
347,2023-01-01,5582,Female,0,103,Ferrero,"Ferrero Praline Chocolate 50% (100g) [ID:103]",Praline,London,UK,4,9.01,50.76,32.55,18.21
85,2023-01-01,36883,Male,0,177,Ferrero,"Ferrero Praline Chocolate 50% (100g) [ID:177]",Praline,Toronto,Canada,1,8.93,3.91,2.29,1.63
89,2023-01-01,25798,Female,0,177,Ferrero,"Ferrero Praline Chocolate 50% (100g) [ID:177]",Praline,Marseille,France,2,8.93,8.46,5.81,2.66
88,2023-01-01,9167,Male,0,177,Ferrero,"Ferrero Praline Chocolate 50% (100g) [ID:177]",Praline,Paris,France,1,8.93,4.83,3.32,1.51
87,2023-01-01,30591,Female,0,177,Ferrero,"Ferrero Praline Chocolate 50% (100g) [ID:177]",Praline,London,UK,5,8.93,64.95,35.90,29.05
528,2023-01-01,43457,Female,0,42,Ferrero,"Ferrero Praline Chocolate 50% (120g)",Praline,Hamburg,Germany,2,8.99,13.52,8.40,5.12
526,2023-01-01,3659,Male,0,42,Ferrero,"Ferrero Praline Chocolate 50% (120g)",Praline,"Long Island",USA,4,8.99,42.68,22.26,20.42
73,2023-01-01,16710,Male,0,181,Ferrero,"Ferrero Praline Chocolate 50% (50g)",Praline,Montreal,Canada,5,8.92,63.10,43.74,19.36
75,2023-01-01,27475,Male,0,181,Ferrero,"Ferrero Praline Chocolate 50% (50g)",Praline,Vancouver,Canada,2,8.92,9.65,5.37,4.28
74,2023-01-01,16186,Female,0,181,Ferrero,"Ferrero Praline Chocolate 50% (50g)",Praline,Munich,Germany,1,8.92,8.30,4.76,3.54
76,2023-01-01,46922,Male,0,181,Ferrero,"Ferrero Praline Chocolate 50% (50g)",Praline,Manchester,UK,4,8.92,50.18,30.01,20.17
377,2023-01-01,2806,Male,0,95,Ferrero,"Ferrero Praline Chocolate 50% (80g)",Praline,Montreal,Canada,5,8.99,38.95,25.05,13.90
378,2023-01-01,11790,Male,0,95,Ferrero,"Ferrero Praline Chocolate 50% (80g)",Praline,Lyon,France,5,8.99,24.27,16.86,7.41
157,2023-01-01,48698,Female,0,161,Ferrero,"Ferrero Praline Chocolate 60% (50g) [ID:161]",Praline,Vancouver,Canada,4,8.95,23.90,16.53,7.37
156,2023-01-01,23019,Male,0,161,Ferrero,"Ferrero Praline Chocolate 60% (50g) [ID:161]",Praline,Lyon,France,3,8.95,22.52,11.50,11.02
264,2023-01-01,8879,Male,0,130,Ferrero,"Ferrero Praline Chocolate 70% (100g)",Praline,Lyon,France,3,9.06,14.25,8.15,6.10
561,2023-01-01,47665,Male,0,32,Ferrero,"Ferrero Praline Chocolate 70% (200g)",Praline,Montreal,Canada,4,8.94,34.46,23.47,10.99
560,2023-01-01,41069,Female,0,32,Ferrero,"Ferrero Praline Chocolate 70% (200g)",Praline,Paris,France,1,8.94,4.23,2.17,2.06
635,2023-01-01,45374,Male,0,11,Ferrero,"Ferrero Praline Chocolate 90% (80g)",Praline,Lyon,France,4,9.00,32.47,18.84,13.63
304,2023-01-01,5165,Male,0,119,Ferrero,"Ferrero Truffle Chocolate 50% (100g)",Truffle,Brisbane,Australia,5,8.97,58.48,29.84,28.64
305,2023-01-01,32209,Male,0,119,Ferrero,"Ferrero Truffle Chocolate 50% (100g)",Truffle,Hamburg,Germany,1,8.97,7.70,4.11,3.59
303,2023-01-01,26545,Male,0,119,Ferrero,"Ferrero Truffle Chocolate 50% (100g)",Truffle,London,UK,3,8.97,11.65,7.41,4.24
352,2023-01-01,9251,Male,0,100,Ferrero,"Ferrero Truffle Chocolate 50% (200g)",Truffle,Sydney,Australia,3,9.00,21.36,12.49,8.87
355,2023-01-01,32346,Female,0,100,Ferrero,"Ferrero Truffle Chocolate 50% (200g)",Truffle,Montreal,Canada,1,9.00,3.89,2.42,1.47
354,2023-01-01,24826,Male,0,100,Ferrero,"Ferrero Truffle Chocolate 50% (200g)",Truffle,"Long Island",USA,2,9.00,15.46,10.48,4.98
120,2023-01-01,11504,Female,0,170,Ferrero,"Ferrero Truffle Chocolate 50% (50g)",Truffle,Paris,France,4,8.83,37.09,22.64,14.45
116,2023-01-01,32215,Male,0,170,Ferrero,"Ferrero Truffle Chocolate 50% (50g)",Truffle,London,UK,3,8.83,35.04,23.54,11.50
117,2023-01-01,49831,Female,0,170,Ferrero,"Ferrero Truffle Chocolate 50% (50g)",Truffle,Manchester,UK,2,8.83,22.94,12.01,10.93
131,2023-01-01,30722,Female,0,168,Ferrero,"Ferrero Truffle Chocolate 50% (80g)",Truffle,London,UK,4,9.01,34.70,24.21,10.50
442,2023-01-01,20910,Male,0,72,Ferrero,"Ferrero Truffle Chocolate 90% (100g)",Truffle,Paris,France,3,8.99,18.09,10.55,7.54
537,2023-01-01,41489,Male,0,39,Ferrero,"Ferrero Truffle Chocolate 90% (50g)",Truffle,Vancouver,Canada,1,8.85,13.12,6.85,6.27
524,2023-01-01,37921,Female,0,44,Ferrero,"Ferrero White Chocolate 50% (100g)",White,Montreal,Canada,3,9.01,40.92,24.24,16.68
641,2023-01-01,42463,Female,0,9,Ferrero,"Ferrero White Chocolate 50% (80g)",White,Paris,France,4,8.99,57.44,29.68,27.76
643,2023-01-01,48392,Female,0,9,Ferrero,"Ferrero White Chocolate 50% (80g)",White,Manchester,UK,3,8.99,20.76,14.40,6.36
642,2023-01-01,38984,Male,0,9,Ferrero,"Ferrero White Chocolate 50% (80g)",White,Edinburgh,UK,1,8.99,9.88,5.57,4.31
656,2023-01-01,1394,Female,0,5,Ferrero,"Ferrero White Chocolate 70% (50g)",White,Melbourne,Australia,3,8.91,33.54,18.60,14.94
653,2023-01-01,41831,Female,0,5,Ferrero,"Ferrero White Chocolate 70% (50g)",White,"Long Island",USA,4,8.91,27.60,16.91,10.69
655,2023-01-01,32859,Female,0,5,Ferrero,"Ferrero White Chocolate 70% (50g)",White,Buffalo,USA,3,8.91,17.25,9.65,7.60
455,2023-01-01,11102,Male,0,66,Ferrero,"Ferrero White Chocolate 80% (80g) [ID:66]",White,London,UK,2,9.15,9.86,6.26,3.60
238,2023-01-01,4558,Female,0,139,Godiva,"Godiva Dark Chocolate 50% (100g)",Dark,Marseille,France,4,9.11,28.58,14.65,13.93
55,2023-01-01,3697,Female,0,186,Godiva,"Godiva Dark Chocolate 60% (50g)",Dark,Lyon,France,1,9.07,4.73,2.60,2.13
398,2023-01-01,48320,Male,0,89,Godiva,"Godiva Dark Chocolate 70% (200g)",Dark,Vancouver,Canada,5,8.92,59.40,30.95,28.45
397,2023-01-01,15886,Male,0,89,Godiva,"Godiva Dark Chocolate 70% (200g)",Dark,Toronto,Canada,3,8.92,41.82,23.80,18.02
589,2023-01-01,22802,Female,0,26,Godiva,"Godiva Dark Chocolate 90% (120g)",Dark,Montreal,Canada,3,8.96,17.61,9.56,8.05
586,2023-01-01,12853,Male,0,26,Godiva,"Godiva Dark Chocolate 90% (120g)",Dark,Marseille,France,1,8.96,10.74,7.00,3.74
41,2023-01-01,21305,Female,0,189,Godiva,"Godiva Milk Chocolate 50% (100g)",Milk,Sydney,Australia,1,9.04,12.14,6.19,5.95
42,2023-01-01,24464,Female,0,189,Godiva,"Godiva Milk Chocolate 50% (100g)",Milk,Toronto,Canada,5,9.04,40.85,23.81,17.04
43,2023-01-01,20528,Female,0,189,Godiva,"Godiva Milk Chocolate 50% (100g)",Milk,Vancouver,Canada,3,9.04,25.68,16.22,9.46
44,2023-01-01,37981,Female,0,189,Godiva,"Godiva Milk Chocolate 50% (100g)",Milk,Montreal,Canada,1,9.04,14.26,8.36,5.90
46,2023-01-01,40484,Male,0,189,Godiva,"Godiva Milk Chocolate 50% (100g)",Milk,Manchester,UK,2,9.04,16.76,8.84,7.92
517,2023-01-01,18632,Male,0,45,Godiva,"Godiva Milk Chocolate 80% (50g) [ID:45]",Milk,Berlin,Germany,1,8.93,9.25,5.70,3.55
523,2023-01-01,16254,Female,0,45,Godiva,"Godiva Milk Chocolate 80% (50g) [ID:45]",Milk,London,UK,5,8.93,39.15,20.67,18.48
518,2023-01-01,10982,Female,0,45,Godiva,"Godiva Milk Chocolate 80% (50g) [ID:45]",Milk,London,UK,1,8.93,10.57,6.23,4.34
370,2023-01-01,20137,Male,0,97,Godiva,"Godiva Milk Chocolate 80% (50g) [ID:97]",Milk,Toronto,Canada,5,8.98,68.05,47.40,20.65
371,2023-01-01,11251,Female,0,97,Godiva,"Godiva Milk Chocolate 80% (50g) [ID:97]",Milk,London,UK,2,8.98,10.64,7.27,3.37
51,2023-01-01,35351,Male,0,187,Godiva,"Godiva Praline Chocolate 50% (120g)",Praline,Berlin,Germany,1,9.00,5.38,2.99,2.39
477,2023-01-01,29228,Female,0,59,Godiva,"Godiva Praline Chocolate 50% (80g)",Praline,Paris,France,5,8.99,71.15,40.96,30.19
480,2023-01-01,39026,Female,0,59,Godiva,"Godiva Praline Chocolate 50% (80g)",Praline,Berlin,Germany,1,8.99,4.51,2.32,2.19
436,2023-01-01,34056,Female,0,75,Godiva,"Godiva Praline Chocolate 70% (200g)",Praline,Marseille,France,5,9.00,32.65,16.85,15.80
145,2023-01-01,43116,Female,0,165,Godiva,"Godiva Praline Chocolate 70% (50g)",Praline,Brisbane,Australia,2,8.97,5.02,2.67,2.35
142,2023-01-01,22792,Female,0,165,Godiva,"Godiva Praline Chocolate 70% (50g)",Praline,Manchester,UK,3,8.97,15.46,8.82,6.63
144,2023-01-01,8005,Female,0,165,Godiva,"Godiva Praline Chocolate 70% (50g)",Praline,"Long Island",USA,2,8.97,18.19,11.75,6.45
344,2023-01-01,13083,Male,0,104,Godiva,"Godiva Praline Chocolate 80% (120g)",Praline,Marseille,France,4,8.97,25.42,14.87,10.55
331,2023-01-01,23565,Female,0,109,Godiva,"Godiva Truffle Chocolate 50% (50g)",Truffle,Sydney,Australia,2,8.95,8.44,5.91,2.53
333,2023-01-01,26328,Male,0,109,Godiva,"Godiva Truffle Chocolate 50% (50g)",Truffle,Brisbane,Australia,1,8.95,7.34,3.82,3.52
329,2023-01-01,45484,Female,0,109,Godiva,"Godiva Truffle Chocolate 50% (50g)",Truffle,Vancouver,Canada,5,8.95,56.80,37.98,18.82
332,2023-01-01,36060,Female,0,109,Godiva,"Godiva Truffle Chocolate 50% (50g)",Truffle,Montreal,Canada,5,8.95,19.76,11.85,7.91
165,2023-01-01,10977,Female,0,159,Godiva,"Godiva Truffle Chocolate 70% (100g) [ID:159]",Truffle,Paris,France,4,8.90,53.92,34.14,19.78
164,2023-01-01,41050,Female,0,159,Godiva,"Godiva Truffle Chocolate 70% (100g) [ID:159]",Truffle,Hamburg,Germany,1,8.90,9.28,5.23,4.05
37,2023-01-01,27928,Male,0,191,Godiva,"Godiva Truffle Chocolate 70% (100g) [ID:191]",Truffle,Melbourne,Australia,2,9.01,11.89,8.16,3.73
603,2023-01-01,11461,Female,0,20,Godiva,"Godiva Truffle Chocolate 70% (200g)",Truffle,Sydney,Australia,1,9.04,7.32,4.37,2.95
605,2023-01-01,20413,Female,0,20,Godiva,"Godiva Truffle Chocolate 70% (200g)",Truffle,Manchester,UK,3,9.04,15.03,8.75,6.28
173,2023-01-01,44272,Male,0,158,Godiva,"Godiva Truffle Chocolate 80% (100g)",Truffle,Melbourne,Australia,1,8.93,9.00,6.03,2.97
169,2023-01-01,25017,Male,0,158,Godiva,"Godiva Truffle Chocolate 80% (100g)",Truffle,Marseille,France,3,8.93,27.48,13.95,13.53
174,2023-01-01,34407,Male,0,158,Godiva,"Godiva Truffle Chocolate 80% (100g)",Truffle,London,UK,5,8.93,28.10,15.09,13.01
168,2023-01-01,24620,Male,0,158,Godiva,"Godiva Truffle Chocolate 80% (100g)",Truffle,"Long Island",USA,1,8.93,4.47,2.67,1.80
134,2023-01-01,17496,Male,0,167,Godiva,"Godiva Truffle Chocolate 80% (200g)",Truffle,London,UK,5,8.94,44.95,26.72,18.23
135,2023-01-01,34653,Male,0,167,Godiva,"Godiva Truffle Chocolate 80% (200g)",Truffle,Manchester,UK,3,8.94,16.68,8.96,7.72
26,2023-01-01,43731,Male,0,194,Godiva,"Godiva Truffle Chocolate 90% (200g)",Truffle,Montreal,Canada,4,9.07,40.96,25.74,15.22
324,2023-01-01,4556,Male,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,Toronto,Canada,1,8.96,5.50,3.83,1.67
325,2023-01-01,37563,Female,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,Lyon,France,1,8.96,10.42,6.49,3.93
323,2023-01-01,40581,Female,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,Marseille,France,1,8.96,4.95,3.44,1.51
326,2023-01-01,30192,Male,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,Berlin,Germany,4,8.96,27.46,18.43,9.03
322,2023-01-01,46820,Female,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,London,UK,4,8.96,39.28,20.80,18.48
327,2023-01-01,24242,Female,0,110,Godiva,"Godiva White Chocolate 50% (80g)",White,Buffalo,USA,1,8.96,9.00,5.61,3.39
557,2023-01-01,31768,Male,0,34,Godiva,"Godiva White Chocolate 60% (100g)",White,Montreal,Canada,1,8.99,11.77,6.14,5.63
556,2023-01-01,3739,Male,0,34,Godiva,"Godiva White Chocolate 60% (100g)",White,Lyon,France,4,8.99,16.44,9.40,7.04
555,2023-01-01,16315,Female,0,34,Godiva,"Godiva White Chocolate 60% (100g)",White,Hamburg,Germany,3,8.99,44.76,29.94,14.82
553,2023-01-01,36573,Male,0,34,Godiva,"Godiva White Chocolate 60% (100g)",White,London,UK,1,8.99,4.57,2.95,1.62
554,2023-01-01,1573,Female,0,34,Godiva,"Godiva White Chocolate 60% (100g)",White,Buffalo,USA,4,8.99,48.76,32.15,16.61
631,2023-01-01,7873,Male,0,13,Godiva,"Godiva White Chocolate 70% (120g)",White,Lyon,France,4,8.91,34.28,17.41,16.87
213,2023-01-01,26827,Female,0,145,Godiva,"Godiva White Chocolate 70% (50g)",White,Montreal,Canada,1,8.97,14.00,7.60,6.40
218,2023-01-01,31302,Female,0,145,Godiva,"Godiva White Chocolate 70% (50g)",White,Paris,France,1,8.97,3.24,1.76,1.48
217,2023-01-01,18783,Female,0,145,Godiva,"Godiva White Chocolate 70% (50g)",White,Berlin,Germany,4,8.97,16.48,10.49,5.99
212,2023-01-01,4868,Female,0,145,Godiva,"Godiva White Chocolate 70% (50g)",White,"Long Island",USA,5,8.97,33.12,19.49,13.63
249,2023-01-01,43806,Male,0,135,Godiva,"Godiva White Chocolate 80% (200g)",White,Melbourne,Australia,5,9.04,63.05,42.12,20.93
251,2023-01-01,16731,Male,0,135,Godiva,"Godiva White Chocolate 80% (200g)",White,Buffalo,USA,4,9.04,33.98,23.31,10.68
273,2023-01-01,22958,Female,0,128,Godiva,"Godiva White Chocolate 80% (50g)",White,Toronto,Canada,3,9.00,24.39,14.79,9.60
271,2023-01-01,4383,Female,0,128,Godiva,"Godiva White Chocolate 80% (50g)",White,Vancouver,Canada,2,9.00,24.44,16.70,7.75
566,2023-01-01,11312,Male,0,31,Godiva,"Godiva White Chocolate 80% (80g)",White,"Long Island",USA,2,9.00,23.02,12.28,10.74
224,2023-01-01,25980,Male,0,143,Godiva,"Godiva White Chocolate 90% (50g)",White,Sydney,Australia,2,8.99,8.12,4.11,4.01
392,2023-01-01,47151,Female,0,90,Hershey,"Hershey Dark Chocolate 50% (120g)",Dark,Buffalo,USA,1,9.11,13.31,6.91,6.40
6,2023-01-01,34899,Female,0,199,Hershey,"Hershey Dark Chocolate 70% (80g)",Dark,Montreal,Canada,1,9.02,4.82,3.24,1.58
261,2023-01-01,26245,Female,0,131,Hershey,"Hershey Dark Chocolate 80% (80g)",Dark,London,UK,5,9.00,20.57,14.10,6.47
262,2023-01-01,22276,Female,0,131,Hershey,"Hershey Dark Chocolate 80% (80g)",Dark,"Long Island",USA,1,9.00,5.02,3.32,1.70
648,2023-01-01,47701,Female,0,6,Hershey,"Hershey Milk Chocolate 50% (50g)",Milk,Sydney,Australia,4,9.01,24.04,13.66,10.38
650,2023-01-01,33479,Male,0,6,Hershey,"Hershey Milk Chocolate 50% (50g)",Milk,Sydney,Australia,1,9.01,11.47,7.70,3.77
652,2023-01-01,27684,Female,0,6,Hershey,"Hershey Milk Chocolate 50% (50g)",Milk,London,UK,3,9.01,9.99,5.65,4.34
192,2023-01-01,45744,Male,0,151,Hershey,"Hershey Milk Chocolate 70% (200g)",Milk,"New York",USA,5,9.01,47.52,26.98,20.54
190,2023-01-01,7037,Female,0,151,Hershey,"Hershey Milk Chocolate 70% (200g)",Milk,"Long Island",USA,3,9.01,20.85,10.51,10.34
636,2023-01-01,1640,Female,0,10,Hershey,"Hershey Milk Chocolate 70% (50g)",Milk,Sydney,Australia,2,9.03,7.38,4.34,3.04
637,2023-01-01,4281,Female,0,10,Hershey,"Hershey Milk Chocolate 70% (50g)",Milk,Buffalo,USA,5,9.03,51.55,35.75,15.80
638,2023-01-01,27449,Male,0,10,Hershey,"Hershey Milk Chocolate 70% (50g)",Milk,Buffalo,USA,1,9.03,12.03,6.93,5.10
311,2023-01-01,28480,Female,0,114,Hershey,"Hershey Milk Chocolate 90% (80g)",Milk,Buffalo,USA,5,8.95,31.30,18.27,13.03
313,2023-01-01,30444,Female,0,114,Hershey,"Hershey Milk Chocolate 90% (80g)",Milk,Buffalo,USA,4,8.95,50.88,33.79,17.09
425,2023-01-01,10845,Female,0,80,Hershey,"Hershey Praline Chocolate 70% (200g)",Praline,Marseille,France,3,9.07,23.98,14.60,9.37
423,2023-01-01,784,Male,0,80,Hershey,"Hershey Praline Chocolate 70% (200g)",Praline,"Long Island",USA,3,9.07,28.83,16.47,12.36
84,2023-01-01,12790,Female,0,178,Hershey,"Hershey Praline Chocolate 80% (200g)",Praline,"Long Island",USA,3,8.94,10.80,6.15,4.65
159,2023-01-01,23660,Female,0,160,Hershey,"Hershey Praline Chocolate 90% (100g)",Praline,Vancouver,Canada,1,9.01,2.62,1.58,1.04
162,2023-01-01,16359,Male,0,160,Hershey,"Hershey Praline Chocolate 90% (100g)",Praline,Buffalo,USA,5,9.01,45.60,30.44,15.16
411,2023-01-01,24637,Female,0,84,Hershey,"Hershey Truffle Chocolate 50% (100g)",Truffle,Vancouver,Canada,4,9.00,49.37,28.22,21.15
412,2023-01-01,22879,Female,0,84,Hershey,"Hershey Truffle Chocolate 50% (100g)",Truffle,Manchester,UK,2,9.00,13.88,8.81,5.07
544,2023-01-01,24308,Male,0,37,Hershey,"Hershey Truffle Chocolate 60% (120g)",Truffle,Brisbane,Australia,3,9.01,27.75,17.11,10.64
662,2023-01-01,17354,Female,0,3,Hershey,"Hershey Truffle Chocolate 70% (120g)",Truffle,Montreal,Canada,3,9.06,30.63,20.26,10.37
409,2023-01-01,21474,Male,0,85,Hershey,"Hershey Truffle Chocolate 80% (50g)",Truffle,Berlin,Germany,5,8.85,68.10,42.48,25.62
78,2023-01-01,48384,Female,0,180,Hershey,"Hershey Truffle Chocolate 80% (80g)",Truffle,Sydney,Australia,4,9.01,40.77,21.15,19.61
77,2023-01-01,47965,Male,0,180,Hershey,"Hershey Truffle Chocolate 80% (80g)",Truffle,Toronto,Canada,3,9.01,15.96,11.14,4.82
79,2023-01-01,9856,Female,0,180,Hershey,"Hershey Truffle Chocolate 80% (80g)",Truffle,London,UK,1,9.01,13.19,6.68,6.51
17,2023-01-01,47862,Male,0,197,Hershey,"Hershey Truffle Chocolate 90% (120g)",Truffle,Marseille,France,1,9.07,11.50,6.16,5.34
15,2023-01-01,22166,Male,0,197,Hershey,"Hershey Truffle Chocolate 90% (120g)",Truffle,"Long Island",USA,3,9.07,31.10,17.30,13.80
375,2023-01-01,1552,Female,0,96,Hershey,"Hershey White Chocolate 50% (100g)",White,Montreal,Canada,1,8.96,11.35,5.97,5.38
376,2023-01-01,10713,Male,0,96,Hershey,"Hershey White Chocolate 50% (100g)",White,Munich,Germany,1,8.96,10.48,6.41,4.07
374,2023-01-01,1961,Female,0,96,Hershey,"Hershey White Chocolate 50% (100g)",White,London,UK,3,8.96,35.02,18.73,16.29
618,2023-01-01,45186,Male,0,17,Hershey,"Hershey White Chocolate 50% (120g)",White,Edinburgh,UK,3,9.06,8.30,5.77,2.54
200,2023-01-01,18750,Male,0,148,Hershey,"Hershey White Chocolate 50% (200g)",White,Sydney,Australia,2,8.99,18.58,11.29,7.29
